,acc,loss,val_acc,val_loss
0,0.21835007568870268,2.2097758885605785,0.23095975243270211,1.9563163323299066
1,0.24645658456034128,1.821583760724659,0.23653250786911223,2.0795830509610957
2,0.2486927205215085,1.8076116028228357,0.2303405574600763,2.1218920115715947
3,0.2505160313767581,1.7990386660266025,0.24674922619072645,2.264010331357596
4,0.2562611806797853,1.786765448243611,0.2563467494105407,3.0439823165397524
5,0.26603137471168326,1.7725546619530244,0.27523219830849593,2.451236558329579
6,0.27225815329982145,1.7595871967611212,0.2962848298505364,1.8554296838978865
7,0.277177652401266,1.7494757874592375,0.30773993848647124,1.779886774308172
8,0.2822003577858542,1.7414311333307624,0.3055727555471308,1.9093459155906465
9,0.2895968074940972,1.7296180074343217,0.3287925697701634,1.9174230861959074
10,0.29100729325163127,1.7196256516149386,0.341795665966837,1.6510773221774737
11,0.3032200357802258,1.6995591575314948,0.35356037188609685,1.6558185161082737
12,0.31085730013204965,1.6770868525800997,0.35015479913067893,1.6171006920167905
13,0.32062749415984654,1.6629722753220055,0.3885448916777738,1.6063266120827973
14,0.3370716939630938,1.646166738755801,0.37678018612758296,1.6352686598574044
15,0.34735791936559823,1.6275391275196698,0.4108359133126935,1.5314366401164525
16,0.35888262006329985,1.6136799442303857,0.4216718266622939,1.5207142215764191
17,0.36971927894856327,1.5996384801768824,0.4250773996760602,1.5679126608113387
18,0.3788014311311136,1.5760697197418716,0.4383900932114191,1.5387267955685549
19,0.3849594055318563,1.5666081537582925,0.43808049565129237,1.4972427732804243
20,0.3949016100178891,1.551416950342628,0.46904024767801855,1.4085681671697659
21,0.39565845605053107,1.5370660327365708,0.4631578947368421,1.429621850447758
22,0.40821521949354683,1.5244432852621566,0.4736842107477572,1.397701375477085
23,0.41516444200627556,1.5058080493559023,0.47244582095013316,1.4560001555611106
24,0.4214256226696567,1.4885886008955678,0.47120743115250907,1.3938902973759655
25,0.4330191275711579,1.4715583706322046,0.49256965975643313,1.3692633552078861
26,0.43535846979906456,1.4545340954363386,0.4854489167039239,1.374716510418399
27,0.4415508462914545,1.4398517009561353,0.49752322012795014,1.369777389355119
28,0.44867207927882335,1.425578045142932,0.510216718598416,1.35110120861892
29,0.454623641125582,1.4142967333766738,0.5235294120599611,1.2752169169139567
30,0.4630177514792899,1.397344994154563,0.5117647061960616,1.2970104821326194
31,0.4696229530837491,1.3889902934946712,0.5235294125766577,1.2570460005810387
32,0.4714118618422252,1.36925834221313,0.5235294125766577,1.2586119443639514
33,0.4767785881381588,1.360701425705124,0.5176470588973432,1.3335609917301143
34,0.48238612907664785,1.3477788707880922,0.5309597523588884,1.224208225923426
35,0.485585523608037,1.339280046310388,0.552012384196184,1.1850873563311786
36,0.4903330122553467,1.3335557515443692,0.5495356042687738,1.1917750470040382
37,0.4922595293957905,1.3242823116648421,0.546439628519879,1.187048029973411
38,0.49879592679234896,1.315169383968696,0.5452012389621499,1.2643130780004495
39,0.49686940966830945,1.3118327823419493,0.556965944567701,1.174653112925243
40,0.5058139534883721,1.2989323970227225,0.5544891648986391,1.2253833137429535
41,0.5098045961194441,1.2921909249204544,0.560371517323119,1.1800292568679196
